GeneSymbol	infected_vs_uninfected	infected_vs_uninfected_6mice
Ddb2	n.s.	n.s.
Ddc	n.s.	n.s.
Ddhd1	n.s.	n.s.
Ddhd2	n.s.	n.s.
Ddi2	n.s.	n.s.
Ddias	n.s.	n.s.
Ddit3	n.s.	n.s.
Ddit4	n.s.	n.s.
Ddit4l	n.s.	n.s.
Ddo	n.s.	n.s.
Ddost	n.s.	n.s.
Ddr1	n.s.	n.s.
Ddr2	n.s.	n.s.
Ddrgk1	n.s.	n.s.
Ddt	n.s.	n.s.
Ddx1	n.s.	n.s.
Ddx10	n.s.	n.s.
Ddx11	n.s.	n.s.
Ddx17	n.s.	n.s.
Ddx18	n.s.	n.s.
Ddx19a	n.s.	n.s.
Ddx19b	n.s.	n.s.
Ddx20	n.s.	n.s.
Ddx21	n.s.	n.s.
Ddx23	n.s.	n.s.
Ddx24	n.s.	n.s.
Ddx27	n.s.	n.s.
Ddx28	n.s.	n.s.
Ddx31	n.s.	n.s.
Ddx39	n.s.	n.s.
Ddx39b	n.s.	n.s.
Ddx3x	n.s.	n.s.
Ddx3y	n.s.	n.s.
Ddx41	n.s.	n.s.
Ddx42	n.s.	n.s.
Ddx46	n.s.	n.s.
Ddx47	n.s.	n.s.
Ddx49	n.s.	n.s.
Ddx5	n.s.	n.s.
Ddx50	n.s.	n.s.
Ddx51	n.s.	n.s.
Ddx52	n.s.	n.s.
Ddx54	n.s.	n.s.
Ddx55	n.s.	n.s.
Ddx56	n.s.	n.s.
Ddx58	n.s.	n.s.
Ddx59	n.s.	n.s.
Ddx6	n.s.	n.s.
Ddx60	n.s.	n.s.
Deaf1	n.s.	n.s.
Decr1	n.s.	n.s.
Decr2	n.s.	n.s.
Dedd	n.s.	n.s.
Dedd2	n.s.	n.s.
Def6	n.s.	n.s.
Def8	n.s.	n.s.
Defb25	n.s.	n.s.
Degs1	n.s.	n.s.
Degs2	n.s.	n.s.
Dek	n.s.	n.s.
Dennd1a	n.s.	n.s.
Dennd1b	n.s.	n.s.
Dennd1c	n.s.	n.s.
Dennd2a	n.s.	n.s.
Dennd2c	n.s.	n.s.
Dennd2d	n.s.	n.s.
Dennd3	n.s.	n.s.
Dennd4a	n.s.	n.s.
Dennd4b	n.s.	n.s.
Dennd4c	n.s.	n.s.
Dennd5a	n.s.	n.s.
Dennd5b	n.s.	n.s.
Dennd6a	n.s.	n.s.
Dennd6b	n.s.	n.s.
Denr	n.s.	n.s.
Depdc1a	n.s.	n.s.
Depdc1b	n.s.	n.s.
Depdc5	n.s.	n.s.
Depdc7	n.s.	n.s.
Deptor	n.s.	n.s.
Dera	n.s.	n.s.
Derl1	n.s.	n.s.
Derl2	n.s.	n.s.
Derl3	n.s.	n.s.
Des	n.s.	n.s.
Desi1	n.s.	n.s.
Desi2	n.s.	n.s.
Det1	n.s.	n.s.
Dexi	n.s.	n.s.
Dffa	n.s.	n.s.
Dffb	n.s.	n.s.
Dgat1	n.s.	n.s.
Dgat2	n.s.	n.s.
Dgcr14	n.s.	n.s.
Dgcr2	n.s.	n.s.
Dgcr6	n.s.	n.s.
Dgcr8	n.s.	n.s.
Dgka	n.s.	n.s.
Dgkb	n.s.	n.s.
Dgkd	n.s.	n.s.
Dgke	n.s.	n.s.
Dgkg	n.s.	n.s.
Dgkh	n.s.	n.s.
Dgki	n.s.	n.s.
Dgkq	n.s.	n.s.
Dgkz	n.s.	n.s.
Dglucy	n.s.	n.s.
Dguok	n.s.	n.s.
Dhcr24	n.s.	n.s.
Dhcr7	n.s.	n.s.
Dhdds	n.s.	n.s.
Dhdh	n.s.	n.s.
Dhfr	n.s.	n.s.
Dhh	n.s.	n.s.
Dhodh	n.s.	n.s.
Dhps	n.s.	n.s.
Dhrs1	n.s.	n.s.
Dhrs11	n.s.	n.s.
Dhrs13	n.s.	n.s.
Dhrs13os	n.s.	n.s.
Dhrs3	n.s.	n.s.
Dhrs4	n.s.	n.s.
Dhrs7	n.s.	n.s.
Dhrs7b	n.s.	n.s.
Dhrs9	n.s.	n.s.
Dhrsx	n.s.	n.s.
Dhtkd1	n.s.	n.s.
Dhx15	n.s.	n.s.
Dhx16	n.s.	n.s.
Dhx29	n.s.	n.s.
Dhx30	n.s.	n.s.
Dhx32	n.s.	n.s.
Dhx33	n.s.	n.s.
Dhx34	n.s.	n.s.
Dhx35	n.s.	n.s.
Dhx36	n.s.	n.s.
Dhx37	n.s.	n.s.
Dhx38	n.s.	n.s.
Dhx40	n.s.	n.s.
Dhx57	n.s.	n.s.
Dhx58	n.s.	n.s.
Dhx8	n.s.	n.s.
Dhx9	n.s.	n.s.
Diablo	n.s.	n.s.
Diaph1	n.s.	n.s.
Diaph2	n.s.	n.s.
Diaph3	n.s.	n.s.
Dicer1	n.s.	n.s.
Dido1	n.s.	n.s.
Diexf	n.s.	n.s.
Dimt1	n.s.	n.s.
Dio3	n.s.	n.s.
Dip2a	n.s.	n.s.
Dip2b	n.s.	n.s.
Dip2c	n.s.	n.s.
Diras2	n.s.	Up
Dirc2	n.s.	n.s.
Dis3	n.s.	n.s.
Dis3l	n.s.	n.s.
Dis3l2	n.s.	n.s.
Disc1	n.s.	n.s.
Disp1	n.s.	n.s.
Disp2	n.s.	n.s.
Disp3	n.s.	n.s.
Dixdc1	n.s.	n.s.
Dkc1	n.s.	n.s.
Dkk2	n.s.	n.s.
Dkk3	n.s.	n.s.
Dlat	n.s.	n.s.
Dlc1	n.s.	n.s.
Dld	n.s.	n.s.
Dlec1	n.s.	n.s.
Dleu2	n.s.	n.s.
Dlg1	n.s.	n.s.
Dlg2	n.s.	n.s.
Dlg3	n.s.	n.s.
Dlg4	n.s.	n.s.
Dlg5	n.s.	n.s.
Dlgap1	n.s.	n.s.
Dlgap2	n.s.	n.s.
Dlgap3	n.s.	n.s.
Dlgap4	n.s.	n.s.
Dlgap5	n.s.	n.s.
Dlk1	n.s.	n.s.
Dlk2	n.s.	n.s.
Dll1	n.s.	n.s.
Dll3	n.s.	n.s.
Dll4	n.s.	n.s.
Dlst	n.s.	n.s.
Dlx1	n.s.	n.s.
Dlx2	n.s.	n.s.
Dlx4	n.s.	n.s.
Dlx5	n.s.	n.s.
Dmac1	n.s.	n.s.
Dmac2	n.s.	n.s.
Dmap1	n.s.	n.s.
Dmbt1	n.s.	n.s.
Dmbx1	n.s.	n.s.
Dmd	n.s.	n.s.
Dmkn	n.s.	n.s.
Dmp1	n.s.	n.s.
Dmpk	n.s.	n.s.
Dmrt3	n.s.	n.s.
Dmtf1	n.s.	n.s.
Dmtn	n.s.	n.s.
Dmwd	n.s.	n.s.
Dmxl1	n.s.	n.s.
Dmxl2	n.s.	n.s.
Dna2	n.s.	n.s.
Dnaaf1	n.s.	n.s.
Dnaaf2	n.s.	n.s.
Dnaaf3	n.s.	n.s.
Dnaaf5	n.s.	n.s.
Dnah1	n.s.	n.s.
Dnah17	n.s.	n.s.
Dnah6	n.s.	n.s.
Dnah7a	n.s.	n.s.
Dnah7b	n.s.	n.s.
Dnah8	n.s.	n.s.
Dnaic1	n.s.	n.s.
Dnaic2	n.s.	n.s.
Dnaja1	n.s.	n.s.
Dnaja2	n.s.	n.s.
Dnaja3	n.s.	n.s.
Dnaja4	n.s.	n.s.
Dnajb1	n.s.	n.s.
Dnajb11	n.s.	n.s.
Dnajb12	n.s.	n.s.
Dnajb13	n.s.	n.s.
Dnajb14	n.s.	n.s.
Dnajb2	n.s.	n.s.
Dnajb4	n.s.	n.s.
Dnajb5	n.s.	n.s.
Dnajb6,Gm5917	n.s.	n.s.
Dnajb9	n.s.	n.s.
Dnajc1	n.s.	n.s.
Dnajc10	n.s.	n.s.
Dnajc11	n.s.	n.s.
Dnajc12	n.s.	n.s.
Dnajc13	n.s.	n.s.
Dnajc14	n.s.	n.s.
Dnajc15	n.s.	n.s.
Dnajc16	n.s.	n.s.
Dnajc17	n.s.	n.s.
Dnajc18	n.s.	n.s.
Dnajc19,Dnajc19-ps	n.s.	n.s.
Dnajc2	n.s.	n.s.
Dnajc21	n.s.	n.s.
Dnajc22	n.s.	n.s.
Dnajc24	n.s.	n.s.
Dnajc25	n.s.	n.s.
Dnajc27	n.s.	n.s.
Dnajc28	n.s.	n.s.
Dnajc3	n.s.	n.s.
Dnajc30	n.s.	n.s.
Dnajc4	n.s.	n.s.
Dnajc5	n.s.	n.s.
Dnajc5b	n.s.	n.s.
Dnajc6	n.s.	n.s.
Dnajc7	n.s.	n.s.
Dnajc8	n.s.	n.s.
Dnajc9	n.s.	n.s.
Dnal1	n.s.	n.s.
Dnal4	n.s.	n.s.
Dnali1	n.s.	n.s.
Dnase1	n.s.	n.s.
Dnase1l1	n.s.	n.s.
Dnase1l3	n.s.	n.s.
Dnase2a,Gm38426	n.s.	n.s.
Dnd1	n.s.	n.s.
Dner	n.s.	n.s.
Dnhd1	n.s.	n.s.
Dnlz	n.s.	n.s.
Dnm1	n.s.	n.s.
Dnm1l	n.s.	n.s.
Dnm2	n.s.	n.s.
Dnm3	n.s.	n.s.
Dnm3os	n.s.	n.s.
Dnmbp	n.s.	n.s.
Dnmt1	n.s.	n.s.
Dnmt3a	n.s.	n.s.
Dnmt3aos	n.s.	n.s.
Dnmt3b	n.s.	n.s.
Dnmt3l	n.s.	n.s.
Dnpep	n.s.	n.s.
Dnttip1	n.s.	n.s.
Dnttip2	n.s.	n.s.
Doc2b	n.s.	n.s.
Doc2g	n.s.	n.s.
Dock1	n.s.	n.s.
Dock10	n.s.	Up
Dock11	n.s.	n.s.
Dock2	n.s.	n.s.
Dock3	n.s.	n.s.
Dock4	n.s.	n.s.
Dock5	n.s.	n.s.
Dock6	n.s.	Up
Dock7	n.s.	n.s.
Dock8	n.s.	n.s.
Dock9	n.s.	n.s.
Dohh	n.s.	n.s.
Dok1	n.s.	n.s.
Dok2	n.s.	n.s.
Dok3	n.s.	n.s.
Dok4	n.s.	n.s.
Dok5	n.s.	n.s.
Dok7	n.s.	n.s.
Dolk	n.s.	n.s.
Dolpp1	n.s.	n.s.
Donson	n.s.	n.s.
Dopey1	n.s.	n.s.
Dopey2	n.s.	n.s.
Dot1l	n.s.	n.s.
Dpagt1	n.s.	n.s.
Dpcd	n.s.	n.s.
Dpcr1	n.s.	n.s.
Dpep1	n.s.	Down
Dpep2	n.s.	n.s.
Dpf1	n.s.	n.s.
Dpf2	n.s.	n.s.
Dpf3	n.s.	n.s.
Dph1	n.s.	n.s.
Dph2	n.s.	n.s.
Dph3	n.s.	n.s.
Dph5	n.s.	n.s.
Dph6	n.s.	n.s.
Dph7	n.s.	n.s.
Dpm1	n.s.	n.s.
Dpm2	n.s.	n.s.
Dpm3	n.s.	n.s.
Dpp3	n.s.	n.s.
Dpp4	n.s.	n.s.
Dpp7	n.s.	n.s.
Dpp8	n.s.	n.s.
Dpp9	n.s.	n.s.
Dpt	n.s.	n.s.
Dpy19l1	n.s.	n.s.
Dpy19l3	n.s.	n.s.
Dpy19l4	n.s.	n.s.
Dpy30	n.s.	n.s.
Dpyd	n.s.	n.s.
Dpys	n.s.	n.s.
Dpysl2	n.s.	n.s.
Dpysl3	n.s.	n.s.
Dpysl4	n.s.	n.s.
Dpysl5	n.s.	n.s.
Dr1	n.s.	n.s.
Dram1	n.s.	n.s.
Dram2	n.s.	n.s.
Drap1	n.s.	n.s.
Drc3	n.s.	n.s.
Drd1	n.s.	n.s.
Drd2	n.s.	n.s.
Drd3	n.s.	n.s.
Drg1	n.s.	n.s.
Drg2	n.s.	n.s.
Drosha	n.s.	n.s.
Drp2	n.s.	n.s.
Dsc2	n.s.	n.s.
Dsc3	n.s.	n.s.
Dscaml1	n.s.	n.s.
Dscc1	n.s.	n.s.
Dscr3	n.s.	n.s.
Dse	n.s.	n.s.
Dsel	n.s.	n.s.
Dsg2	n.s.	n.s.
Dsg3	n.s.	n.s.
Dsn1	n.s.	n.s.
Dsp	n.s.	n.s.
Dst	n.s.	n.s.
Dstn	n.s.	n.s.
Dstyk	n.s.	n.s.
Dtd1	n.s.	n.s.
Dtd2	n.s.	n.s.
Dtl	n.s.	n.s.
Dtna	n.s.	n.s.
Dtnb	n.s.	n.s.
Dtnbp1	n.s.	n.s.
Dtwd1	n.s.	n.s.
Dtwd2	n.s.	n.s.
Dtx1	n.s.	n.s.
Dtx2	n.s.	n.s.
Dtx3	n.s.	n.s.
Dtx3l	n.s.	n.s.
Dtx4	n.s.	n.s.
Dtymk	n.s.	n.s.
Duox1	n.s.	n.s.
Duox2	Up	Up
Duoxa1	n.s.	n.s.
Duoxa2	n.s.	n.s.
Dus1l	n.s.	n.s.
Dus2	n.s.	n.s.
Dus3l	n.s.	n.s.
Dus4l	n.s.	n.s.
Dusp1	n.s.	n.s.
Dusp10	n.s.	n.s.
Dusp11	n.s.	n.s.
Dusp12	n.s.	n.s.
Dusp14	n.s.	n.s.
Dusp16	n.s.	n.s.
Dusp18	n.s.	n.s.
Dusp19	n.s.	n.s.
Dusp2	n.s.	n.s.
Dusp22	n.s.	n.s.
Dusp23	n.s.	n.s.
Dusp27	n.s.	n.s.
Dusp28	n.s.	n.s.
Dusp3	n.s.	n.s.
Dusp4	n.s.	n.s.
Dusp5	n.s.	n.s.
Dusp6	n.s.	n.s.
Dusp7	n.s.	n.s.
Dusp8	n.s.	n.s.
Dut	n.s.	n.s.
Duxbl1	n.s.	n.s.
Dvl1	n.s.	n.s.
Dvl2	n.s.	n.s.
Dvl3	n.s.	n.s.
Dxo	n.s.	n.s.
Dym	n.s.	n.s.
Dync1h1	n.s.	n.s.
Dync1i1	n.s.	n.s.
Dync1i2	n.s.	n.s.
Dync1li1	n.s.	n.s.
Dync1li2	n.s.	n.s.
Dync2h1	n.s.	Down
Dync2li1	n.s.	n.s.
Dynll1	n.s.	n.s.
Dynll2	n.s.	n.s.
Dynlrb1	n.s.	n.s.
Dynlt1b	n.s.	n.s.
Dynlt1f	n.s.	n.s.
Dynlt3	n.s.	n.s.
Dyrk1a	n.s.	n.s.
Dyrk1b	n.s.	n.s.
Dyrk2	n.s.	n.s.
Dyrk3	n.s.	n.s.
Dysf	n.s.	n.s.
Dzank1	n.s.	n.s.
Dzip1	n.s.	n.s.
Dzip1l	n.s.	n.s.
Dzip3	n.s.	n.s.
E030013I19Rik	n.s.	n.s.
E030018B13Rik	Down	n.s.
E030025P04Rik	n.s.	n.s.
E030030I06Rik	n.s.	n.s.
E130006D01Rik	n.s.	n.s.
E130102H24Rik	n.s.	n.s.
E130215H24Rik	n.s.	n.s.
E130304I02Rik	n.s.	n.s.
E130307A14Rik	n.s.	n.s.
E130308A19Rik	n.s.	n.s.
E130309D02Rik	n.s.	n.s.
E130311K13Rik	n.s.	n.s.
E130317F20Rik	n.s.	n.s.
E230013L22Rik	n.s.	n.s.
E230016M11Rik	n.s.	n.s.
E230025N22Rik	n.s.	n.s.
E2f1	n.s.	n.s.
E2f2	n.s.	n.s.
E2f3	n.s.	n.s.
E2f4	n.s.	n.s.
E2f5	n.s.	n.s.
E2f6	n.s.	n.s.
E2f7	n.s.	n.s.
E2f8	n.s.	n.s.
E330009J07Rik	n.s.	n.s.
E330013P04Rik	n.s.	n.s.
E430018J23Rik	n.s.	n.s.
E4f1	n.s.	n.s.
Eaf1	n.s.	n.s.
Eaf2	n.s.	n.s.
Eapp	n.s.	n.s.
Ears2	n.s.	n.s.
Ebag9	n.s.	n.s.
Ebf1	n.s.	n.s.
Ebf2	Up	Up
Ebf3	n.s.	n.s.
Ebf4	n.s.	n.s.
Ebi3	n.s.	n.s.
Ebna1bp2	n.s.	n.s.
Ebp	n.s.	n.s.
Ecd	n.s.	n.s.
Ece1	n.s.	n.s.
Ece2	n.s.	n.s.
Ecel1	n.s.	n.s.
Ech1	n.s.	n.s.
Echdc1	n.s.	n.s.
Echdc2	n.s.	n.s.
Echs1	n.s.	n.s.
Eci1	n.s.	n.s.
Eci2	n.s.	n.s.
Ecm1	n.s.	n.s.
Ecm2	n.s.	n.s.
Ecscr	n.s.	n.s.
Ecsit	n.s.	n.s.
Ect2	n.s.	n.s.
Eda	n.s.	n.s.
Eda2r	n.s.	n.s.
Edc3	n.s.	n.s.
Edc4	n.s.	n.s.
Edem1	n.s.	n.s.
Edem2	n.s.	n.s.
Edem3	n.s.	n.s.
Edf1	n.s.	n.s.
Edn1	n.s.	n.s.
Edn3	n.s.	n.s.
Ednra	n.s.	n.s.
Ednrb	n.s.	Down
Edrf1	n.s.	n.s.
Eea1	n.s.	n.s.
Eed	n.s.	n.s.
Eef1a1	n.s.	n.s.
Eef1akmt1	n.s.	n.s.
Eef1akmt2	n.s.	n.s.
Eef1b2	n.s.	n.s.
Eef1d	n.s.	n.s.
Eef1e1	n.s.	n.s.
Eef1g	n.s.	n.s.
Eef2	n.s.	n.s.
Eef2k	n.s.	n.s.
Eef2kmt	n.s.	n.s.
Eefsec	n.s.	n.s.
Eepd1	n.s.	n.s.
Efcab1	n.s.	n.s.
Efcab11	n.s.	n.s.
Efcab12	n.s.	n.s.
Efcab14	n.s.	n.s.
Efcab2	n.s.	n.s.
Efcab7	n.s.	n.s.
Efcc1	n.s.	n.s.
Efemp1	n.s.	n.s.
Efemp2	n.s.	n.s.
Efhb	n.s.	n.s.
Efhc1	n.s.	n.s.
Efhd1	n.s.	n.s.
Efhd2	n.s.	n.s.
Efl1	n.s.	n.s.
Efna1	n.s.	n.s.
Efna2	n.s.	n.s.
Efna3	n.s.	n.s.
Efna5	n.s.	n.s.
Efnb1	n.s.	n.s.
Efnb2	n.s.	n.s.
Efnb3	n.s.	n.s.
Efr3a	n.s.	n.s.
Efr3b	n.s.	n.s.
Efs	n.s.	n.s.
Eftud2	n.s.	n.s.
Egfem1	n.s.	n.s.
Egfl7	n.s.	n.s.
Egfl8	n.s.	n.s.
Egflam	n.s.	n.s.
Egfr	n.s.	Down
Egln1	n.s.	n.s.
Egln2	n.s.	n.s.
Egln3	Up	Up
Egr1	n.s.	n.s.
Egr2	n.s.	n.s.
Egr3	n.s.	n.s.
Egr4	n.s.	n.s.
Ehbp1	n.s.	n.s.
Ehbp1l1	n.s.	n.s.
Ehd1	n.s.	n.s.
Ehd2	n.s.	n.s.
Ehd3	n.s.	n.s.
Ehd4	n.s.	n.s.
Ehhadh	n.s.	n.s.
Ehmt1	n.s.	n.s.
Ehmt2	n.s.	n.s.
Ei24	n.s.	n.s.
Eid1	n.s.	n.s.
Eid2	n.s.	n.s.
Eid2b	n.s.	n.s.
Eif1	n.s.	n.s.
Eif1a	n.s.	n.s.
Eif1ad	n.s.	n.s.
Eif1ax	n.s.	n.s.
Eif1b	n.s.	n.s.
Eif2a	n.s.	n.s.
Eif2ak1	n.s.	n.s.
Eif2ak2	n.s.	n.s.
Eif2ak3	n.s.	n.s.
Eif2ak4	n.s.	n.s.
Eif2b1	n.s.	n.s.
Eif2b2	n.s.	n.s.
Eif2b3	n.s.	n.s.
Eif2b4	n.s.	n.s.
Eif2b5	n.s.	n.s.
Eif2d	n.s.	n.s.
Eif2s1	n.s.	n.s.
Eif2s2	n.s.	n.s.
Eif2s3x	n.s.	n.s.
Eif2s3y	n.s.	n.s.
Eif3a	n.s.	n.s.
Eif3b	n.s.	n.s.
Eif3c	n.s.	n.s.
Eif3d	n.s.	n.s.
Eif3e	n.s.	n.s.
Eif3f	n.s.	n.s.
Eif3g	n.s.	n.s.
Eif3h	n.s.	n.s.
Eif3i	n.s.	n.s.
Eif3j1	n.s.	n.s.
Eif3j2	n.s.	n.s.
Eif3k	n.s.	n.s.
Eif3l	n.s.	n.s.
Eif3m	n.s.	n.s.
Eif4a1	n.s.	n.s.
Eif4a2	n.s.	n.s.
Eif4a3	n.s.	n.s.
Eif4b	n.s.	n.s.
Eif4e	n.s.	n.s.
Eif4e2	n.s.	n.s.
Eif4e3	n.s.	n.s.
Eif4ebp1	n.s.	n.s.
Eif4ebp2	n.s.	n.s.
Eif4enif1	n.s.	n.s.
Eif4g1	n.s.	n.s.
Eif4g2	n.s.	n.s.
Eif4g3	n.s.	n.s.
Eif4h	n.s.	n.s.
Eif5	n.s.	n.s.
Eif5a	n.s.	n.s.
Eif5a2	n.s.	n.s.
Eif5b	n.s.	n.s.
Eif6	n.s.	n.s.
Eipr1	n.s.	n.s.
Elac1	n.s.	n.s.
Elac2	n.s.	n.s.
Elavl1	n.s.	n.s.
Elf1	n.s.	n.s.
Elf2	n.s.	n.s.
Elf3	n.s.	n.s.
Elf4	n.s.	n.s.
Elfn1	n.s.	n.s.
Elk1	n.s.	n.s.
Elk3	n.s.	n.s.
Elk4	n.s.	n.s.
Ell	n.s.	n.s.
Ell2	n.s.	n.s.
Elmo1	n.s.	n.s.
Elmo2	n.s.	n.s.
Elmo3	n.s.	n.s.
Elmod1	n.s.	n.s.
Elmod2	n.s.	n.s.
Elmod3	n.s.	n.s.
Elmsan1	n.s.	n.s.
Eln	n.s.	Up
Eloa	n.s.	n.s.
Elob	n.s.	n.s.
Eloc	n.s.	n.s.
Elof1	n.s.	n.s.
Elovl1	n.s.	n.s.
Elovl2	n.s.	n.s.
Elovl4	n.s.	n.s.
Elovl5	n.s.	n.s.
Elovl6	n.s.	n.s.
Elovl7	n.s.	n.s.
Elp2	n.s.	n.s.
Elp3	n.s.	n.s.
Elp4	n.s.	n.s.
Elp5	n.s.	n.s.
Elp6	n.s.	n.s.
Emb	n.s.	n.s.
Emc1	n.s.	n.s.
Emc10	n.s.	n.s.
Emc2	n.s.	n.s.
Emc3	n.s.	n.s.
Emc4	n.s.	n.s.
Emc6	n.s.	n.s.
Emc7	n.s.	n.s.
Emc8	n.s.	n.s.
Emc9	n.s.	n.s.
Emcn	n.s.	n.s.
Emd	n.s.	n.s.
Eme1	n.s.	n.s.
Eme2	n.s.	n.s.
Emg1	n.s.	n.s.
Emid1	Down	Down
Emilin1	n.s.	n.s.
Emilin2	n.s.	n.s.
Eml1	n.s.	n.s.
Eml2	n.s.	n.s.
Eml3	n.s.	n.s.
Eml4	n.s.	n.s.
Eml5	n.s.	n.s.
Eml6	n.s.	n.s.
Emp1	n.s.	n.s.
Emp2	n.s.	n.s.
Emp3	n.s.	n.s.
Emsy	n.s.	n.s.
En1	n.s.	n.s.
Enah	n.s.	n.s.
Enc1	n.s.	n.s.
Endod1	n.s.	n.s.
Endog	n.s.	n.s.
Endou	n.s.	n.s.
Endov	n.s.	n.s.
Eng	n.s.	n.s.
Engase	n.s.	n.s.
Enho	n.s.	n.s.
Enkd1	n.s.	n.s.
Enkur	n.s.	n.s.
Eno1	n.s.	n.s.
Eno1b	n.s.	n.s.
Eno2	n.s.	n.s.
Eno3	n.s.	n.s.
Enoph1	n.s.	n.s.
Enox1	n.s.	n.s.
Enox2	n.s.	n.s.
Enpep	n.s.	n.s.
Enpp1	n.s.	n.s.
Enpp2	n.s.	n.s.
Enpp3	n.s.	n.s.
Enpp4	n.s.	n.s.
Enpp5	n.s.	n.s.
Enpp6	n.s.	n.s.
Ensa	n.s.	n.s.
Entpd1	n.s.	n.s.
Entpd2	n.s.	n.s.
Entpd3	n.s.	n.s.
Entpd5	n.s.	n.s.
Entpd6	n.s.	n.s.
Entpd7	n.s.	n.s.
Eny2	n.s.	n.s.
Eogt	n.s.	n.s.
Eomes	n.s.	n.s.
Ep300	n.s.	n.s.
Ep400	n.s.	n.s.
Epas1	Up	Up
Epb41	n.s.	n.s.
Epb41l1	n.s.	n.s.
Epb41l2	n.s.	n.s.
Epb41l3	n.s.	n.s.
Epb41l4a	n.s.	n.s.
Epb41l4aos	n.s.	n.s.
Epb41l4b	n.s.	n.s.
Epb41l5	n.s.	n.s.
Epc1	n.s.	n.s.
Epc2	n.s.	n.s.
Epcam	n.s.	n.s.
Epdr1	n.s.	n.s.
Epg5	n.s.	n.s.
Epgn	n.s.	n.s.
Epha1	n.s.	n.s.
Epha2	n.s.	n.s.
Epha3	n.s.	Down
Epha4	n.s.	n.s.
Epha5	n.s.	n.s.
Epha7	n.s.	n.s.
Ephb1	n.s.	n.s.
Ephb2	n.s.	n.s.
Ephb3	n.s.	n.s.
Ephb4	n.s.	n.s.
Ephb6	n.s.	n.s.
Ephx1	n.s.	n.s.
Ephx2	n.s.	n.s.
Ephx3	n.s.	n.s.
Ephx4	n.s.	n.s.
Epm2a	n.s.	n.s.
Epm2aip1	n.s.	n.s.
Epn1	n.s.	n.s.
Epn2	n.s.	n.s.
Epn3	n.s.	n.s.
Epop	n.s.	n.s.
Epor	n.s.	n.s.
Eprs	n.s.	n.s.
Eps15	n.s.	n.s.
Eps15l1	n.s.	n.s.
Eps8	n.s.	n.s.
Eps8l1	n.s.	n.s.
Eps8l2	n.s.	n.s.
Eps8l3	n.s.	n.s.
Eral1	n.s.	n.s.
Erap1	n.s.	n.s.
Erbb2	n.s.	n.s.
Erbb3	n.s.	n.s.
Erbin	n.s.	n.s.
Erc1	n.s.	n.s.
Ercc1	n.s.	n.s.
Ercc2	n.s.	n.s.
Ercc3	n.s.	n.s.
Ercc4	n.s.	n.s.
Ercc5	n.s.	n.s.
Ercc6	n.s.	n.s.
Ercc6l	n.s.	n.s.
Ercc6l2	n.s.	n.s.
Ercc8	n.s.	n.s.
Erdr1	n.s.	n.s.
Ereg	n.s.	n.s.
Erf	n.s.	n.s.
Erfe	n.s.	n.s.
Erg	n.s.	n.s.
Erg28	n.s.	n.s.
Ergic1	n.s.	n.s.
Ergic2	n.s.	n.s.
Ergic3	n.s.	n.s.
Erh	n.s.	n.s.
Eri1	n.s.	n.s.
Eri2	n.s.	n.s.
Eri3	n.s.	n.s.
Erich1	n.s.	n.s.
Erich2	n.s.	n.s.
Erich3	n.s.	n.s.
Erich5	n.s.	n.s.
Erich6	n.s.	n.s.
Erlec1	n.s.	n.s.
Erlin1	n.s.	n.s.
Erlin2	n.s.	n.s.
Ermap	n.s.	n.s.
Ermard,9030025P20Rik,Gm3435	n.s.	n.s.
Ermp1	n.s.	n.s.
Ern1	n.s.	n.s.
Ern2	n.s.	n.s.
Ero1l	n.s.	n.s.
Ero1lb	n.s.	n.s.
Erp27	n.s.	n.s.
Erp29	n.s.	n.s.
Erp44	n.s.	n.s.
Errfi1	n.s.	n.s.
Esam	n.s.	n.s.
Esco1	n.s.	n.s.
Esco2	n.s.	n.s.
Esd	n.s.	n.s.
Esf1	n.s.	n.s.
Esm1	n.s.	n.s.
Espl1	n.s.	n.s.
Espn	n.s.	n.s.
Espnl	n.s.	n.s.
Esr1	n.s.	n.s.
Esr2	n.s.	n.s.
Esrp1	n.s.	n.s.
Esrp2	n.s.	n.s.
Esrra	n.s.	n.s.
Esrrb	n.s.	n.s.
Esrrg	n.s.	n.s.
Esyt1	n.s.	n.s.
Esyt2	n.s.	n.s.
Esyt3	n.s.	n.s.
Etaa1	n.s.	n.s.
Etaa1os	n.s.	n.s.
Etf1	n.s.	n.s.
Etfa	n.s.	n.s.
Etfb	n.s.	n.s.
Etfbkmt	n.s.	n.s.
Etfdh	n.s.	n.s.
Etfrf1	n.s.	n.s.
Ethe1	n.s.	n.s.
Etl4	n.s.	n.s.
Etnk1	n.s.	n.s.
Etnk2	n.s.	n.s.
Ets1	n.s.	n.s.
Ets2	n.s.	n.s.
Etv1	n.s.	n.s.
Etv3	n.s.	n.s.
Etv5	n.s.	n.s.
Etv6	n.s.	n.s.
Eva1a	n.s.	n.s.
Eva1b	n.s.	n.s.
Eva1c	n.s.	n.s.
Evc	n.s.	n.s.
Evc2	n.s.	n.s.
Evi2a	n.s.	n.s.
Evi5	n.s.	n.s.
Evi5l	n.s.	n.s.
Evl	n.s.	n.s.
Evpl	n.s.	n.s.
Ewsr1	n.s.	n.s.
Exd2	n.s.	n.s.
Exo5	n.s.	n.s.
Exoc1	n.s.	n.s.
Exoc2	n.s.	n.s.
Exoc3	n.s.	n.s.
